At time 0.29: Service-1 Finished, Queue 1 Length: 1000, Queue 2 Length: 0
At time 101.08: Service-1 Finished, Queue 1 Length: 1141, Queue 2 Length: 4
At time 101.13: Arrival, Queue 1 Length: 1140, Queue 2 Length: 5
At time 101.22: Arrival, Queue 1 Length: 1141, Queue 2 Length: 5
At time 101.28: Service-2 Finished, Queue 1 Length: 1142, Queue 2 Length: 5
At time 101.28: Service-1 Finished, Queue 1 Length: 1142, Queue 2 Length: 4
At time 101.37: Arrival, Queue 1 Length: 1141, Queue 2 Length: 5
At time 101.41: Arrival, Queue 1 Length: 1142, Queue 2 Length: 5
At time 101.41: Arrival, Queue 1 Length: 1143, Queue 2 Length: 5
At time 101.61: Service-2 Finished, Queue 1 Length: 1144, Queue 2 Length: 5
At time 101.72: Service-2 Finished, Queue 1 Length: 1144, Queue 2 Length: 4
At time 101.72: Arrival, Queue 1 Length: 1144, Queue 2 Length: 3
At time 101.75: Service-1 Finished, Queue 1 Length: 1145, Queue 2 Length: 3
At time 101.75: Arrival, Queue 1 Length: 1144, Queue 2 Length: 4
At time 101.80: Arrival, Queue 1 Length: 1145, Queue 2 Length: 4
At time 101.83: Service-1 Finished, Queue 1 Length: 1146, Queue 2 Length: 4
At time 101.94: Service-1 Finished, Queue 1 Length: 1145, Queue 2 Length: 5
At time 102.09: Arrival, Queue 1 Length: 1144, Queue 2 Length: 6
At time 102.25: Arrival, Queue 1 Length: 1145, Queue 2 Length: 6
At time 102.43: Service-2 Finished, Queue 1 Length: 1146, Queue 2 Length: 6
At time 102.43: Arrival, Queue 1 Length: 1146, Queue 2 Length: 5
At time 102.45: Arrival, Queue 1 Length: 1147, Queue 2 Length: 5
At time 102.50: Service-2 Finished, Queue 1 Length: 1148, Queue 2 Length: 5
At time 102.52: Arrival, Queue 1 Length: 1148, Queue 2 Length: 4
At time 102.72: Arrival, Queue 1 Length: 1149, Queue 2 Length: 4
At time 102.75: Arrival, Queue 1 Length: 1150, Queue 2 Length: 4
At time 102.90: Arrival, Queue 1 Length: 1151, Queue 2 Length: 4
At time 102.90: Service-2 Finished, Queue 1 Length: 1152, Queue 2 Length: 4
At time 102.99: Service-2 Finished, Queue 1 Length: 1152, Queue 2 Length: 3
At time 102.99: Service-1 Finished, Queue 1 Length: 1152, Queue 2 Length: 2
At time 103.20: Service-1 Finished, Queue 1 Length: 1151, Queue 2 Length: 3
At time 103.23: Arrival, Queue 1 Length: 1150, Queue 2 Length: 4
At time 103.28: Arrival, Queue 1 Length: 1151, Queue 2 Length: 4
At time 103.30: Service-1 Finished, Queue 1 Length: 1152, Queue 2 Length: 4
At time 103.33: Service-1 Finished, Queue 1 Length: 1151, Queue 2 Length: 5
At time 103.42: Service-1 Finished, Queue 1 Length: 1150, Queue 2 Length: 6
At time 103.48: Service-2 Finished, Queue 1 Length: 1149, Queue 2 Length: 7
At time 103.56: Arrival, Queue 1 Length: 1149, Queue 2 Length: 6
At time 103.64: Arrival, Queue 1 Length: 1150, Queue 2 Length: 6
At time 103.67: Service-1 Finished, Queue 1 Length: 1151, Queue 2 Length: 6
At time 103.76: Service-1 Finished, Queue 1 Length: 1150, Queue 2 Length: 7
At time 103.77: Arrival, Queue 1 Length: 1149, Queue 2 Length: 8
At time 103.80: Service-2 Finished, Queue 1 Length: 1150, Queue 2 Length: 8
At time 103.82: Arrival, Queue 1 Length: 1150, Queue 2 Length: 7
At time 104.03: Service-1 Finished, Queue 1 Length: 1151, Queue 2 Length: 7
At time 104.39: Service-1 Finished, Queue 1 Length: 1150, Queue 2 Length: 8
At time 104.41: Arrival, Queue 1 Length: 1149, Queue 2 Length: 9
At time 104.43: Service-2 Finished, Queue 1 Length: 1150, Queue 2 Length: 9
At time 104.51: Service-2 Finished, Queue 1 Length: 1150, Queue 2 Length: 8
At time 104.55: Arrival, Queue 1 Length: 1150, Queue 2 Length: 7
At time 104.59: Service-1 Finished, Queue 1 Length: 1151, Queue 2 Length: 7
At time 104.70: Arrival, Queue 1 Length: 1150, Queue 2 Length: 8
At time 104.75: Service-2 Finished, Queue 1 Length: 1151, Queue 2 Length: 8
At time 104.79: Arrival, Queue 1 Length: 1151, Queue 2 Length: 7
At time 104.89: Service-1 Finished, Queue 1 Length: 1152, Queue 2 Length: 7
At time 104.95: Service-1 Finished, Queue 1 Length: 1151, Queue 2 Length: 8
At time 104.96: Service-2 Finished, Queue 1 Length: 1150, Queue 2 Length: 9
At time 105.06: Service-2 Finished, Queue 1 Length: 1150, Queue 2 Length: 8
At time 105.17: Service-1 Finished, Queue 1 Length: 1150, Queue 2 Length: 7
At time 105.19: Service-1 Finished, Queue 1 Length: 1149, Queue 2 Length: 8
At time 105.30: Arrival, Queue 1 Length: 1148, Queue 2 Length: 9
At time 105.57: Arrival, Queue 1 Length: 1149, Queue 2 Length: 9
At time 105.86: Service-2 Finished, Queue 1 Length: 1150, Queue 2 Length: 9
At time 105.91: Service-2 Finished, Queue 1 Length: 1150, Queue 2 Length: 8
At time 105.97: Arrival, Queue 1 Length: 1150, Queue 2 Length: 7
At time 106.01: Arrival, Queue 1 Length: 1151, Queue 2 Length: 7
At time 106.01: Service-1 Finished, Queue 1 Length: 1152, Queue 2 Length: 7
At time 106.02: Service-2 Finished, Queue 1 Length: 1151, Queue 2 Length: 8
At time 106.05: Arrival, Queue 1 Length: 1151, Queue 2 Length: 7
At time 106.06: Service-2 Finished, Queue 1 Length: 1152, Queue 2 Length: 7
At time 106.14: Service-1 Finished, Queue 1 Length: 1152, Queue 2 Length: 6
At time 106.20: Service-1 Finished, Queue 1 Length: 1151, Queue 2 Length: 7
At time 106.21: Service-2 Finished, Queue 1 Length: 1150, Queue 2 Length: 8
At time 106.23: Service-2 Finished, Queue 1 Length: 1150, Queue 2 Length: 7
At time 106.39: Arrival, Queue 1 Length: 1150, Queue 2 Length: 6
At time 106.61: Service-1 Finished, Queue 1 Length: 1151, Queue 2 Length: 6
At time 106.75: Service-1 Finished, Queue 1 Length: 1150, Queue 2 Length: 7
At time 106.77: Service-1 Finished, Queue 1 Length: 1149, Queue 2 Length: 8
At time 106.80: Arrival, Queue 1 Length: 1148, Queue 2 Length: 9
At time 106.90: Service-2 Finished, Queue 1 Length: 1149, Queue 2 Length: 9
At time 106.96: Service-1 Finished, Queue 1 Length: 1149, Queue 2 Length: 8
At time 107.08: Arrival, Queue 1 Length: 1148, Queue 2 Length: 9
At time 107.08: Service-1 Finished, Queue 1 Length: 1149, Queue 2 Length: 9
At time 107.09: Arrival, Queue 1 Length: 1148, Queue 2 Length: 10
At time 107.37: Arrival, Queue 1 Length: 1149, Queue 2 Length: 10
At time 107.46: Arrival, Queue 1 Length: 1150, Queue 2 Length: 10
At time 107.50: Arrival, Queue 1 Length: 1151, Queue 2 Length: 10
At time 107.63: Service-1 Finished, Queue 1 Length: 1152, Queue 2 Length: 10
At time 107.73: Arrival, Queue 1 Length: 1151, Queue 2 Length: 11
At time 107.83: Arrival, Queue 1 Length: 1152, Queue 2 Length: 11
At time 108.04: Arrival, Queue 1 Length: 1153, Queue 2 Length: 11
At time 108.20: Service-1 Finished, Queue 1 Length: 1154, Queue 2 Length: 11
At time 108.45: Arrival, Queue 1 Length: 1153, Queue 2 Length: 12
At time 108.47: Arrival, Queue 1 Length: 1154, Queue 2 Length: 12
At time 108.58: Arrival, Queue 1 Length: 1155, Queue 2 Length: 12
At time 108.66: Service-2 Finished, Queue 1 Length: 1156, Queue 2 Length: 12
At time 108.85: Arrival, Queue 1 Length: 1156, Queue 2 Length: 11
At time 108.86: Arrival, Queue 1 Length: 1157, Queue 2 Length: 11
At time 108.87: Arrival, Queue 1 Length: 1158, Queue 2 Length: 11
At time 108.87: Service-2 Finished, Queue 1 Length: 1159, Queue 2 Length: 11
At time 108.92: Arrival, Queue 1 Length: 1159, Queue 2 Length: 10
At time 108.96: Service-2 Finished, Queue 1 Length: 1160, Queue 2 Length: 10
At time 109.03: Service-2 Finished, Queue 1 Length: 1160, Queue 2 Length: 9
At time 109.05: Service-1 Finished, Queue 1 Length: 1160, Queue 2 Length: 8
At time 109.12: Arrival, Queue 1 Length: 1159, Queue 2 Length: 9
At time 109.64: Arrival, Queue 1 Length: 1160, Queue 2 Length: 9
At time 109.75: Service-2 Finished, Queue 1 Length: 1161, Queue 2 Length: 9
At time 109.97: Arrival, Queue 1 Length: 1161, Queue 2 Length: 8
At time 110.06: Service-1 Finished, Queue 1 Length: 1162, Queue 2 Length: 8
At time 110.11: Service-2 Finished, Queue 1 Length: 1161, Queue 2 Length: 9
At time 110.12: Service-2 Finished, Queue 1 Length: 1161, Queue 2 Length: 8
At time 110.21: Arrival, Queue 1 Length: 1161, Queue 2 Length: 7
At time 110.26: Service-1 Finished, Queue 1 Length: 1162, Queue 2 Length: 7
At time 110.61: Arrival, Queue 1 Length: 1161, Queue 2 Length: 8
At time 110.65: Service-1 Finished, Queue 1 Length: 1162, Queue 2 Length: 8
At time 110.67: Service-2 Finished, Queue 1 Length: 1161, Queue 2 Length: 9
At time 110.75: Service-2 Finished, Queue 1 Length: 1161, Queue 2 Length: 8
At time 110.81: Arrival, Queue 1 Length: 1161, Queue 2 Length: 7
At time 110.90: Arrival, Queue 1 Length: 1162, Queue 2 Length: 7
At time 111.02: Arrival, Queue 1 Length: 1163, Queue 2 Length: 7
At time 111.09: Service-1 Finished, Queue 1 Length: 1164, Queue 2 Length: 7
At time 111.24: Service-2 Finished, Queue 1 Length: 1163, Queue 2 Length: 8
At time 111.58: Service-1 Finished, Queue 1 Length: 1163, Queue 2 Length: 7
At time 111.60: Arrival, Queue 1 Length: 1162, Queue 2 Length: 8
At time 111.61: Service-2 Finished, Queue 1 Length: 1163, Queue 2 Length: 8
At time 111.63: Arrival, Queue 1 Length: 1163, Queue 2 Length: 7
At time 111.65: Service-2 Finished, Queue 1 Length: 1164, Queue 2 Length: 7
At time 111.71: Service-1 Finished, Queue 1 Length: 1164, Queue 2 Length: 6
At time 111.76: Arrival, Queue 1 Length: 1163, Queue 2 Length: 7
At time 111.80: Service-2 Finished, Queue 1 Length: 1164, Queue 2 Length: 7
At time 111.82: Service-1 Finished, Queue 1 Length: 1164, Queue 2 Length: 6
At time 111.83: Arrival, Queue 1 Length: 1163, Queue 2 Length: 7
At time 111.85: Service-1 Finished, Queue 1 Length: 1164, Queue 2 Length: 7
At time 111.90: Arrival, Queue 1 Length: 1163, Queue 2 Length: 8
At time 111.98: Service-2 Finished, Queue 1 Length: 1164, Queue 2 Length: 8
At time 112.09: Service-2 Finished, Queue 1 Length: 1164, Queue 2 Length: 7
At time 112.10: Service-2 Finished, Queue 1 Length: 1164, Queue 2 Length: 6
At time 112.13: Arrival, Queue 1 Length: 1164, Queue 2 Length: 5
At time 112.26: Service-1 Finished, Queue 1 Length: 1165, Queue 2 Length: 5
At time 112.33: Service-2 Finished, Queue 1 Length: 1164, Queue 2 Length: 6
At time 112.57: Arrival, Queue 1 Length: 1164, Queue 2 Length: 5
At time 112.59: Service-1 Finished, Queue 1 Length: 1165, Queue 2 Length: 5
At time 112.63: Service-1 Finished, Queue 1 Length: 1164, Queue 2 Length: 6
At time 112.75: Service-1 Finished, Queue 1 Length: 1163, Queue 2 Length: 7
At time 112.77: Service-1 Finished, Queue 1 Length: 1162, Queue 2 Length: 8
At time 112.82: Service-2 Finished, Queue 1 Length: 1161, Queue 2 Length: 9
At time 113.28: Arrival, Queue 1 Length: 1161, Queue 2 Length: 8
At time 113.37: Arrival, Queue 1 Length: 1162, Queue 2 Length: 8
At time 113.38: Service-2 Finished, Queue 1 Length: 1163, Queue 2 Length: 8
At time 113.39: Service-2 Finished, Queue 1 Length: 1163, Queue 2 Length: 7
At time 113.41: Service-1 Finished, Queue 1 Length: 1163, Queue 2 Length: 6
At time 113.42: Arrival, Queue 1 Length: 1162, Queue 2 Length: 7
At time 113.44: Service-2 Finished, Queue 1 Length: 1163, Queue 2 Length: 7
At time 113.49: Service-1 Finished, Queue 1 Length: 1163, Queue 2 Length: 6
At time 113.52: Arrival, Queue 1 Length: 1162, Queue 2 Length: 7
At time 113.56: Arrival, Queue 1 Length: 1163, Queue 2 Length: 7
At time 113.69: Service-1 Finished, Queue 1 Length: 1164, Queue 2 Length: 7
At time 113.70: Service-1 Finished, Queue 1 Length: 1163, Queue 2 Length: 8
At time 113.70: Service-2 Finished, Queue 1 Length: 1162, Queue 2 Length: 9
At time 113.78: Service-2 Finished, Queue 1 Length: 1162, Queue 2 Length: 8
At time 114.06: Service-2 Finished, Queue 1 Length: 1162, Queue 2 Length: 7
At time 114.11: Service-2 Finished, Queue 1 Length: 1162, Queue 2 Length: 6
At time 114.26: Service-1 Finished, Queue 1 Length: 1162, Queue 2 Length: 5
At time 114.30: Arrival, Queue 1 Length: 1161, Queue 2 Length: 6
At time 114.34: Service-1 Finished, Queue 1 Length: 1162, Queue 2 Length: 6
At time 114.35: Arrival, Queue 1 Length: 1161, Queue 2 Length: 7
At time 114.50: Arrival, Queue 1 Length: 1162, Queue 2 Length: 7
At time 114.51: Arrival, Queue 1 Length: 1163, Queue 2 Length: 7
At time 114.65: Arrival, Queue 1 Length: 1164, Queue 2 Length: 7
At time 114.69: Arrival, Queue 1 Length: 1165, Queue 2 Length: 7
At time 114.70: Service-1 Finished, Queue 1 Length: 1166, Queue 2 Length: 7
At time 114.75: Arrival, Queue 1 Length: 1165, Queue 2 Length: 8
At time 114.90: Arrival, Queue 1 Length: 1166, Queue 2 Length: 8
At time 114.90: Service-1 Finished, Queue 1 Length: 1167, Queue 2 Length: 8
At time 114.95: Service-2 Finished, Queue 1 Length: 1166, Queue 2 Length: 9
At time 115.05: Arrival, Queue 1 Length: 1166, Queue 2 Length: 8
At time 115.15: Arrival, Queue 1 Length: 1167, Queue 2 Length: 8
At time 115.35: Arrival, Queue 1 Length: 1168, Queue 2 Length: 8
At time 115.35: Service-2 Finished, Queue 1 Length: 1169, Queue 2 Length: 8
At time 115.41: Service-2 Finished, Queue 1 Length: 1169, Queue 2 Length: 7
At time 115.54: Service-2 Finished, Queue 1 Length: 1169, Queue 2 Length: 6
At time 115.62: Arrival, Queue 1 Length: 1169, Queue 2 Length: 5
At time 115.64: Service-1 Finished, Queue 1 Length: 1170, Queue 2 Length: 5
At time 115.70: Service-1 Finished, Queue 1 Length: 1169, Queue 2 Length: 6
At time 115.70: Arrival, Queue 1 Length: 1168, Queue 2 Length: 7
At time 115.72: Service-2 Finished, Queue 1 Length: 1169, Queue 2 Length: 7
At time 115.73: Service-1 Finished, Queue 1 Length: 1169, Queue 2 Length: 6
At time 115.74: Service-1 Finished, Queue 1 Length: 1168, Queue 2 Length: 7
At time 115.75: Service-1 Finished, Queue 1 Length: 1167, Queue 2 Length: 8
At time 115.81: Arrival, Queue 1 Length: 1166, Queue 2 Length: 9
At time 115.90: Service-1 Finished, Queue 1 Length: 1167, Queue 2 Length: 9
At time 115.94: Service-1 Finished, Queue 1 Length: 1166, Queue 2 Length: 10
At time 115.98: Arrival, Queue 1 Length: 1165, Queue 2 Length: 11
At time 116.04: Arrival, Queue 1 Length: 1166, Queue 2 Length: 11
At time 116.16: Service-1 Finished, Queue 1 Length: 1167, Queue 2 Length: 11
At time 116.20: Service-1 Finished, Queue 1 Length: 1166, Queue 2 Length: 12
At time 116.25: Service-1 Finished, Queue 1 Length: 1165, Queue 2 Length: 13
At time 116.46: Service-1 Finished, Queue 1 Length: 1164, Queue 2 Length: 14
At time 116.54: Service-2 Finished, Queue 1 Length: 1163, Queue 2 Length: 15
At time 116.58: Arrival, Queue 1 Length: 1163, Queue 2 Length: 14
At time 116.76: Service-1 Finished, Queue 1 Length: 1164, Queue 2 Length: 14
At time 116.82: Service-1 Finished, Queue 1 Length: 1163, Queue 2 Length: 15
At time 116.83: Arrival, Queue 1 Length: 1162, Queue 2 Length: 16
At time 116.84: Service-1 Finished, Queue 1 Length: 1163, Queue 2 Length: 16
At time 116.87: Arrival, Queue 1 Length: 1162, Queue 2 Length: 17
At time 116.97: Service-1 Finished, Queue 1 Length: 1163, Queue 2 Length: 17
At time 117.00: Service-2 Finished, Queue 1 Length: 1162, Queue 2 Length: 18
At time 117.01: Service-2 Finished, Queue 1 Length: 1162, Queue 2 Length: 17
At time 117.09: Arrival, Queue 1 Length: 1162, Queue 2 Length: 16
At time 117.18: Service-1 Finished, Queue 1 Length: 1163, Queue 2 Length: 16
At time 117.33: Service-1 Finished, Queue 1 Length: 1162, Queue 2 Length: 17
At time 117.38: Arrival, Queue 1 Length: 1161, Queue 2 Length: 18
At time 117.46: Service-1 Finished, Queue 1 Length: 1162, Queue 2 Length: 18
At time 117.47: Service-2 Finished, Queue 1 Length: 1161, Queue 2 Length: 19
At time 117.70: Service-1 Finished, Queue 1 Length: 1161, Queue 2 Length: 18
At time 117.71: Arrival, Queue 1 Length: 1160, Queue 2 Length: 19
At time 117.86: Arrival, Queue 1 Length: 1161, Queue 2 Length: 19
At time 117.90: Arrival, Queue 1 Length: 1162, Queue 2 Length: 19
At time 117.98: Arrival, Queue 1 Length: 1163, Queue 2 Length: 19
At time 118.04: Service-2 Finished, Queue 1 Length: 1164, Queue 2 Length: 19
At time 118.06: Service-2 Finished, Queue 1 Length: 1164, Queue 2 Length: 18
At time 118.08: Service-2 Finished, Queue 1 Length: 1164, Queue 2 Length: 17
At time 118.19: Service-1 Finished, Queue 1 Length: 1164, Queue 2 Length: 16
At time 118.30: Service-2 Finished, Queue 1 Length: 1163, Queue 2 Length: 17
At time 118.50: Service-2 Finished, Queue 1 Length: 1163, Queue 2 Length: 16
At time 118.82: Service-1 Finished, Queue 1 Length: 1163, Queue 2 Length: 15
At time 118.94: Arrival, Queue 1 Length: 1162, Queue 2 Length: 16
At time 118.96: Service-2 Finished, Queue 1 Length: 1163, Queue 2 Length: 16
At time 119.14: Arrival, Queue 1 Length: 1163, Queue 2 Length: 15
At time 119.14: Service-1 Finished, Queue 1 Length: 1164, Queue 2 Length: 15
At time 119.14: Service-2 Finished, Queue 1 Length: 1163, Queue 2 Length: 16
At time 119.80: Arrival, Queue 1 Length: 1163, Queue 2 Length: 15
At time 119.91: Service-1 Finished, Queue 1 Length: 1164, Queue 2 Length: 15
At time 119.92: Arrival, Queue 1 Length: 1163, Queue 2 Length: 16
At time 119.96: Service-2 Finished, Queue 1 Length: 1164, Queue 2 Length: 16
At time 120.09: Service-1 Finished, Queue 1 Length: 1164, Queue 2 Length: 15
At time 120.15: Arrival, Queue 1 Length: 1163, Queue 2 Length: 16
At time 120.22: Service-1 Finished, Queue 1 Length: 1164, Queue 2 Length: 16
At time 120.26: Service-2 Finished, Queue 1 Length: 1163, Queue 2 Length: 17
At time 120.30: Service-1 Finished, Queue 1 Length: 1163, Queue 2 Length: 16
At time 120.40: Service-2 Finished, Queue 1 Length: 1162, Queue 2 Length: 17
At time 120.44: Service-2 Finished, Queue 1 Length: 1162, Queue 2 Length: 16
At time 120.49: Arrival, Queue 1 Length: 1162, Queue 2 Length: 15
At time 120.54: Service-2 Finished, Queue 1 Length: 1163, Queue 2 Length: 15
At time 120.58: Arrival, Queue 1 Length: 1163, Queue 2 Length: 14
At time 120.63: Arrival, Queue 1 Length: 1164, Queue 2 Length: 14
At time 120.77: Service-1 Finished, Queue 1 Length: 1165, Queue 2 Length: 14
At time 120.79: Service-1 Finished, Queue 1 Length: 1164, Queue 2 Length: 15
At time 120.89: Service-1 Finished, Queue 1 Length: 1163, Queue 2 Length: 16
At time 120.91: Arrival, Queue 1 Length: 1162, Queue 2 Length: 17
At time 120.92: Service-2 Finished, Queue 1 Length: 1163, Queue 2 Length: 17
At time 121.20: Arrival, Queue 1 Length: 1163, Queue 2 Length: 16
At time 121.21: Service-2 Finished, Queue 1 Length: 1164, Queue 2 Length: 16
At time 121.22: Arrival, Queue 1 Length: 1164, Queue 2 Length: 15
At time 121.31: Arrival, Queue 1 Length: 1165, Queue 2 Length: 15
At time 121.36: Service-2 Finished, Queue 1 Length: 1166, Queue 2 Length: 15
At time 121.38: Arrival, Queue 1 Length: 1166, Queue 2 Length: 14
At time 121.39: Service-2 Finished, Queue 1 Length: 1167, Queue 2 Length: 14
At time 121.40: Arrival, Queue 1 Length: 1167, Queue 2 Length: 13
At time 121.43: Service-2 Finished, Queue 1 Length: 1168, Queue 2 Length: 13
At time 121.61: Service-2 Finished, Queue 1 Length: 1168, Queue 2 Length: 12
At time 121.66: Service-1 Finished, Queue 1 Length: 1168, Queue 2 Length: 11
At time 121.73: Arrival, Queue 1 Length: 1167, Queue 2 Length: 12
At time 121.73: Arrival, Queue 1 Length: 1168, Queue 2 Length: 12
At time 121.76: Arrival, Queue 1 Length: 1169, Queue 2 Length: 12
At time 121.80: Service-2 Finished, Queue 1 Length: 1170, Queue 2 Length: 12
At time 121.83: Service-1 Finished, Queue 1 Length: 1170, Queue 2 Length: 11
At time 121.86: Arrival, Queue 1 Length: 1169, Queue 2 Length: 12
At time 121.87: Arrival, Queue 1 Length: 1170, Queue 2 Length: 12
At time 121.93: Service-2 Finished, Queue 1 Length: 1171, Queue 2 Length: 12
At time 121.96: Service-1 Finished, Queue 1 Length: 1171, Queue 2 Length: 11
At time 121.97: Service-2 Finished, Queue 1 Length: 1170, Queue 2 Length: 12
At time 122.03: Arrival, Queue 1 Length: 1170, Queue 2 Length: 11
At time 122.09: Service-1 Finished, Queue 1 Length: 1171, Queue 2 Length: 11
At time 122.13: Service-1 Finished, Queue 1 Length: 1170, Queue 2 Length: 12
At time 122.14: Service-2 Finished, Queue 1 Length: 1169, Queue 2 Length: 13
At time 122.30: Service-1 Finished, Queue 1 Length: 1169, Queue 2 Length: 12
At time 122.33: Service-1 Finished, Queue 1 Length: 1168, Queue 2 Length: 13
At time 122.42: Arrival, Queue 1 Length: 1167, Queue 2 Length: 14
